referencia,estado,municipio,poluente_emitido,quantidade
2015,RIO GRANDE DO SUL,PROGRESSO,Monóxido de carbono (CO),0
2015,BAHIA,PALMAS DE MONTE ALTO,Óxidos de nitrogênio (NOx),0.01
2015,MINAS GERAIS,MONTE BELO,Material Particulado (MP),15
2015,SAO PAULO,POMPEIA,Óxidos de nitrogênio (NOx),0.39
2015,MATO GROSSO DO SUL,NAVIRAI,Óxidos de enxofre (SOx),10.1
2015,MINAS GERAIS,CAETANOPOLIS,Material Particulado (MP),9.78
2015,MINAS GERAIS,CACHOEIRA DOURADA,Óxidos de enxofre (SOx),0.77
2015,MINAS GERAIS,JACUTINGA,Monóxido de carbono (CO),4
2015,MINAS GERAIS,CONCEICAO DO PARA,Monóxido de carbono (CO),0.03
2015,PARANA,CAMPINA DO SIMAO,Monóxido de carbono (CO),110.64
2015,PARANA,CATANDUVAS,Material Particulado (MP),0.8
2015,PARANA,PEROBAL,Material Particulado (MP),0.28
2015,MATO GROSSO DO SUL,DEODAPOLIS,Monóxido de carbono (CO),7.21
2015,RIO GRANDE DO SUL,PROGRESSO,Óxidos de nitrogênio (NOx),0
2015,RIO GRANDE DO NORTE,JARDIM DO SERIDO,Material Particulado (MP),14.61
2015,MINAS GERAIS,ITAJUBA,Material Particulado (MP),19.6
2015,RIO GRANDE DO SUL,CAMBARA DO SUL,Monóxido de carbono (CO),500
2015,MINAS GERAIS,MUNHOZ,Material Particulado (MP),1.0899999999999999
2015,SAO PAULO,RANCHARIA,Óxidos de enxofre (SOx),0.12
2015,RIO GRANDE DO SUL,BENTO GONCALVES,Óxidos de enxofre (SOx),0.01
2015,RIO GRANDE DO SUL,SAO SEBASTIAO DO CAI,Óxidos de enxofre (SOx),0.1
2015,SAO PAULO,DIVINOLANDIA,Material Particulado (MP),0.21
2015,MATO GROSSO,PONTES E LACERDA,Monóxido de carbono (CO),38.78
2015,MINAS GERAIS,DIONISIO,Monóxido de carbono (CO),58122
2015,TOCANTINS,ARAGUATINS,Monóxido de carbono (CO),4.6
2015,SANTA CATARINA,PALMEIRA,Óxidos de enxofre (SOx),1.79
2015,SAO PAULO,IBITINGA,Material Particulado (MP),0.03
2015,GOIAS,JATAI,Óxidos de nitrogênio (NOx),1309.1200000000001
2015,RIO GRANDE DO NORTE,SANTA CRUZ,Óxidos de nitrogênio (NOx),0
2015,SAO PAULO,CHARQUEADA,Material Particulado (MP),2.23
2015,PIAUI,PICOS,Material Particulado (MP),0.01
2015,RIO GRANDE DO NORTE,BARCELONA,Monóxido de carbono (CO),0.01
2015,MINAS GERAIS,SANTANA DO PARAISO,Óxidos de nitrogênio (NOx),0
2015,SAO PAULO,SOROCABA,Monóxido de carbono (CO),6116.22
2015,RIO DE JANEIRO,PINHEIRAL,Material Particulado (MP),8.08
2015,PARANA,IMBAU,Óxidos de enxofre (SOx),0.01
2015,MINAS GERAIS,ITAUNA,Óxidos de enxofre (SOx),1683.0899999999997
2015,SAO PAULO,ITABERA,Material Particulado (MP),0.15000000000000002
2015,SAO PAULO,IBIUNA,Óxidos de nitrogênio (NOx),266.96
2015,BAHIA,CACHOEIRA,Óxidos de nitrogênio (NOx),14.46
2015,MATO GROSSO DO SUL,BANDEIRANTES,Material Particulado (MP),0
2015,SANTA CATARINA,COCAL DO SUL,Material Particulado (MP),236.62
2015,SANTA CATARINA,VARGEM BONITA,Óxidos de nitrogênio (NOx),353.38
2015,RONDONIA,BURITIS,Material Particulado (MP),0.05
2015,MINAS GERAIS,CAMPO BELO,Óxidos de nitrogênio (NOx),11.33
2015,SAO PAULO,VALINHOS,Monóxido de carbono (CO),37.09
2015,SAO PAULO,PATROCINIO PAULISTA,Material Particulado (MP),692.92
2015,SAO PAULO,JABOTICABAL,Óxidos de nitrogênio (NOx),491.13
2015,RIO GRANDE DO NORTE,JUCURUTU,Material Particulado (MP),1.1
2015,SAO PAULO,PONTAL,Óxidos de nitrogênio (NOx),4563.43
2015,MARANHAO,AXIXA,Monóxido de carbono (CO),0.5
2015,MINAS GERAIS,RIO PIRACICABA,Monóxido de carbono (CO),0.01
2015,SAO PAULO,MERIDIANO,Óxidos de nitrogênio (NOx),799.3199999999999
2015,SAO PAULO,TUPA,Óxidos de enxofre (SOx),3.24
2015,MATO GROSSO,BARRA DO GARCAS,Material Particulado (MP),16.830000000000013
2015,PARANA,ARAUCARIA,Óxidos de nitrogênio (NOx),6614.929999999999
2015,ESPIRITO SANTO,VILA VELHA,Monóxido de carbono (CO),170.65
2015,ESPIRITO SANTO,ARACRUZ,Óxidos de nitrogênio (NOx),40
2015,SAO PAULO,ELDORADO,Monóxido de carbono (CO),0.01
2015,MINAS GERAIS,JEQUERI,Monóxido de carbono (CO),1
2015,SANTA CATARINA,BENEDITO NOVO,Material Particulado (MP),36.6
2015,BAHIA,MAIQUINIQUE,Monóxido de carbono (CO),2
2015,TOCANTINS,AUGUSTINOPOLIS,Óxidos de enxofre (SOx),1
2015,MATO GROSSO,SORRISO,Material Particulado (MP),1.5
2015,BAHIA,BELMONTE,Monóxido de carbono (CO),1.8
2015,MINAS GERAIS,CARMO DO CAJURU,Material Particulado (MP),0.05
2015,SANTA CATARINA,CURITIBANOS,Óxidos de nitrogênio (NOx),282.34
2015,MINAS GERAIS,MONTE CARMELO,Material Particulado (MP),3.5000000000000004
2015,MINAS GERAIS,ITAMONTE,Monóxido de carbono (CO),133
2015,PARANA,LONDRINA,Monóxido de carbono (CO),271.15000000000003
2015,TOCANTINS,SAO SALVADOR DO TOCANTINS,Material Particulado (MP),0.06
2015,PARANA,GUARAPUAVA,Óxidos de nitrogênio (NOx),254.56
2015,PARA,XINGUARA,Monóxido de carbono (CO),0.2
2015,MATO GROSSO DO SUL,TRES LAGOAS,Óxidos de enxofre (SOx),1231.3000000000002
2015,SAO PAULO,JAGUARIUNA,Óxidos de nitrogênio (NOx),3290.25
2015,BAHIA,SALVADOR,Material Particulado (MP),19412.79
2015,PARAIBA,PICUI,Material Particulado (MP),0.11
2015,MINAS GERAIS,BARROSO,Material Particulado (MP),162.08
2015,RONDONIA,SANTA LUZIA D'OESTE,Material Particulado (MP),0.4
2015,RIO GRANDE DO NORTE,MACAIBA,Material Particulado (MP),20.330000000000002
2015,ACRE,CRUZEIRO DO SUL,Monóxido de carbono (CO),51
2015,SAO PAULO,EMBU,Monóxido de carbono (CO),10.85
2015,SAO PAULO,RAFARD,Material Particulado (MP),829.8199999999999
2015,PARANA,TAPEJARA,Material Particulado (MP),531.99
2015,BAHIA,RIO DO ANTONIO,Óxidos de nitrogênio (NOx),0.01
2015,AMAZONAS,PRESIDENTE FIGUEIREDO,Monóxido de carbono (CO),37.74
2015,SANTA CATARINA,SAO BENTO DO SUL,Material Particulado (MP),84.37
2015,SAO PAULO,CUBATAO,Óxidos de enxofre (SOx),13572.85
2015,MATO GROSSO DO SUL,NAVIRAI,Óxidos de nitrogênio (NOx),719.15
2015,RIO GRANDE DO SUL,ALEGRETE,Óxidos de enxofre (SOx),23.03
2015,SAO PAULO,ITAPECERICA DA SERRA,Material Particulado (MP),26.360000000000003
2015,PARANA,CURIUVA,Material Particulado (MP),0.01
2015,SAO PAULO,CERQUILHO,Óxidos de enxofre (SOx),0.22
2015,PARANA,LARANJEIRAS DO SUL,Material Particulado (MP),0
2015,PARANA,ANTONINA,Monóxido de carbono (CO),9.28
2015,MATO GROSSO,RIBEIRAO CASCALHEIRA,Óxidos de nitrogênio (NOx),0.01
2015,SANTA CATARINA,GASPAR,Monóxido de carbono (CO),3932.7400000000007
2015,MINAS GERAIS,SANTA ROSA DA SERRA,Material Particulado (MP),0.45
2015,SAO PAULO,JACAREI,Óxidos de nitrogênio (NOx),3022.8900000000003
2015,RIO DE JANEIRO,MIRACEMA,Monóxido de carbono (CO),1.5
2015,RIO GRANDE DO NORTE,ALTO DO RODRIGUES,Monóxido de carbono (CO),1035.78
2015,BAHIA,POJUCA,Óxidos de enxofre (SOx),0.01
2015,SAO PAULO,CAPIVARI,Óxidos de nitrogênio (NOx),1.46
2015,GOIAS,SILVANIA,Monóxido de carbono (CO),20.5
2015,PARANA,SENGES,Monóxido de carbono (CO),4434.82
2015,RONDONIA,CACOAL,Material Particulado (MP),15.99
2015,MINAS GERAIS,JANAUBA,Material Particulado (MP),57.36
2015,PARANA,UBIRATA,Monóxido de carbono (CO),33.86
2015,RIO GRANDE DO SUL,ARVOREZINHA,Monóxido de carbono (CO),2.6499999999999995
2015,RORAIMA,BOA VISTA,Material Particulado (MP),2
2015,BAHIA,ALAGOINHAS,Dióxido de enxofre,33
2015,GOIAS,CRIXAS,Óxidos de nitrogênio (NOx),0.30000000000000004
2015,BAHIA,CANDIBA,Óxidos de enxofre (SOx),0.01
2015,PERNAMBUCO,TUPARETAMA,Material Particulado (MP),25
2015,RIO GRANDE DO SUL,ACEGUA,Material Particulado (MP),0.65
2015,MATO GROSSO DO SUL,ARAL MOREIRA,Material Particulado (MP),5.85
2015,RIO GRANDE DO SUL,CANDIDO GODOI,Material Particulado (MP),0.5
2015,SAO PAULO,PROMISSAO,Óxidos de nitrogênio (NOx),291.34000000000003
2015,ALAGOAS,OLHO D'AGUA DAS FLORES,Material Particulado (MP),730
2015,MATO GROSSO,ALTA FLORESTA,Material Particulado (MP),404.1
2015,SAO PAULO,MIRANTE DO PARANAPANEMA,Óxidos de nitrogênio (NOx),19
2015,RONDONIA,VILHENA,Óxidos de enxofre (SOx),0.01
2015,MINAS GERAIS,DIVINOPOLIS,Material Particulado (MP),2181.8799999999997
2015,ALAGOAS,SAO LUIS DO QUITUNDE,Monóxido de carbono (CO),2.12
2015,SAO PAULO,SUMARE,Óxidos de nitrogênio (NOx),235.39000000000004
2015,SANTA CATARINA,FORQUILHINHA,Material Particulado (MP),779.06
2015,SAO PAULO,ORIENTE,Eter etilico do etilenoglicol,1
2015,SANTA CATARINA,IMBUIA,Material Particulado (MP),5.2
2015,MATO GROSSO DO SUL,ANGELICA,Monóxido de carbono (CO),85.79
2015,MINAS GERAIS,MUTUM,Material Particulado (MP),15
2015,SAO PAULO,ALVARES MACHADO,Monóxido de carbono (CO),0
2015,MATO GROSSO DO SUL,BODOQUENA,Óxidos de enxofre (SOx),17.08
2015,SANTA CATARINA,IRINEOPOLIS,Monóxido de carbono (CO),29.810000000000002
2015,SAO PAULO,EMBAUBA,Material Particulado (MP),0.01
2015,PARANA,MARINGA,Óxidos de enxofre (SOx),2.28
2015,MINAS GERAIS,DURANDE,Material Particulado (MP),0.5
2015,MARANHAO,ACAILANDIA,Material Particulado (MP),164.25999999999996
2015,MINAS GERAIS,RIO CASCA,Material Particulado (MP),0.05
2015,RIO GRANDE DO SUL,CANOAS,Material Particulado (MP),454
2015,SAO PAULO,AMERICANA,Monóxido de carbono (CO),275.59
2015,MINAS GERAIS,ITUIUTABA,Material Particulado (MP),907.35
2015,RIO GRANDE DO SUL,ALMIRANTE TAMANDARE DO SUL,Material Particulado (MP),394
2015,ESPIRITO SANTO,VIANA,Óxidos de enxofre (SOx),124.61
2015,PARA,PALESTINA DO PARA,Material Particulado (MP),3
2015,MINAS GERAIS,RESSAQUINHA,Monóxido de carbono (CO),12.14
2015,MINAS GERAIS,SANTANA DO PARAISO,Material Particulado (MP),8364.3
2015,SAO PAULO,NOVA CAMPINA,Material Particulado (MP),34
2015,GOIAS,GOIATUBA,Óxidos de enxofre (SOx),0.01
2015,RIO GRANDE DO SUL,GRAVATAI,Óxidos de nitrogênio (NOx),44.87
2015,MINAS GERAIS,SAO JOSE DO GOIABAL,Monóxido de carbono (CO),0.02
2015,MARANHAO,ZE DOCA,Monóxido de carbono (CO),6
2015,PARANA,CAMPO LARGO,Óxidos de nitrogênio (NOx),2.21
2015,RIO GRANDE DO SUL,RIO GRANDE,Dióxido de enxofre,0.6799999999999999
2015,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,Material Particulado (MP),287.60999999999996
2015,PARA,JACAREACANGA,Monóxido de carbono (CO),10
2015,BAHIA,CANDEIAS,Óxidos de enxofre (SOx),9416.109999999999
2015,SAO PAULO,SANTA CRUZ DO RIO PARDO,Óxidos de nitrogênio (NOx),20.1
2015,PARAIBA,JUNCO DO SERIDO,Óxidos de nitrogênio (NOx),0
2015,MINAS GERAIS,DIAMANTINA,Monóxido de carbono (CO),1
2015,SAO PAULO,SANTO ANTONIO DE POSSE,Monóxido de carbono (CO),17.05
2015,MINAS GERAIS,JAIBA,Óxidos de nitrogênio (NOx),148.08
2015,SAO PAULO,SANTO ANTONIO DA ALEGRIA,Material Particulado (MP),1
2015,RIO GRANDE DO SUL,IJUI,Óxidos de enxofre (SOx),6.76
2015,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Material Particulado (MP),0.02
2015,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,Material Particulado (MP),10.500000000000002
2015,MATO GROSSO,NOVA XAVANTINA,Monóxido de carbono (CO),0.02
2015,RIO GRANDE DO SUL,TAQUARUCU DO SUL,Material Particulado (MP),0.05
2015,MINAS GERAIS,MACHADO,Material Particulado (MP),0.44
2015,MINAS GERAIS,SENADOR MODESTINO GONCALVES,Material Particulado (MP),0.01
2015,RONDONIA,CUJUBIM,Monóxido de carbono (CO),6.5
2015,SAO PAULO,DIADEMA,Óxidos de enxofre (SOx),12.47
2015,MINAS GERAIS,BARBACENA,Material Particulado (MP),25.97
2015,RIO DE JANEIRO,NOVA IGUACU,Material Particulado (MP),77.38
2015,MINAS GERAIS,SENADOR MODESTINO GONCALVES,Monóxido de carbono (CO),1430.83
2015,SAO PAULO,REGENTE FEIJO,Material Particulado (MP),0.8600000000000001
2015,PERNAMBUCO,BOM CONSELHO,Material Particulado (MP),0.01
2015,RIO GRANDE DO SUL,NOVA PETROPOLIS,Material Particulado (MP),16.98
2015,CEARA,CAMPOS SALES,Material Particulado (MP),0.01
2015,SANTA CATARINA,POMERODE,Monóxido de carbono (CO),5.02
2015,PARANA,QUATRO BARRAS,Óxidos de enxofre (SOx),0.27
2015,MINAS GERAIS,NOVA PONTE,Material Particulado (MP),20000.35
2015,MINAS GERAIS,PASSOS,Monóxido de carbono (CO),11.03
2015,PARANA,QUEDAS DO IGUACU,Material Particulado (MP),62.05
2015,CEARA,JAGUARIBE,Material Particulado (MP),0.9
2015,RIO GRANDE DO SUL,VACARIA,Óxidos de nitrogênio (NOx),0.81
2015,PARA,CAPANEMA,Óxidos de enxofre (SOx),12498
2015,MINAS GERAIS,TOLEDO,Material Particulado (MP),0.9800000000000001
2015,PARAIBA,JOAO PESSOA,Óxidos de nitrogênio (NOx),33808.54
2015,SAO PAULO,FRANCA,Material Particulado (MP),52.620000000000005
2015,PARANA,CARAMBEI,Óxidos de enxofre (SOx),11.34
2015,RIO GRANDE DO SUL,VILA MARIA,Material Particulado (MP),0.53
2015,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Monóxido de carbono (CO),68.05000000000001
2015,BAHIA,MATA DE SAO JOAO,Óxidos de enxofre (SOx),0.22
2015,BAHIA,IBIASSUCE,Óxidos de enxofre (SOx),0.04
2015,TOCANTINS,AUGUSTINOPOLIS,Óxidos de nitrogênio (NOx),1
2015,RIO GRANDE DO SUL,CIRIACO,Material Particulado (MP),0.01
2015,GOIAS,ANAPOLIS,Material Particulado (MP),2978.21
2015,SAO PAULO,ANGATUBA,Óxidos de nitrogênio (NOx),55.12
2015,CEARA,CRATO,Monóxido de carbono (CO),3.19
2015,RONDONIA,PORTO VELHO,Material Particulado (MP),718.4
2015,PARANA,FERNANDES PINHEIRO,Monóxido de carbono (CO),47.92
2015,GOIAS,MORRINHOS,Monóxido de carbono (CO),183
2015,SANTA CATARINA,LUIZ ALVES,Óxidos de enxofre (SOx),0.03
2015,BAHIA,BOQUIRA,Material Particulado (MP),0.09
2015,RIO DE JANEIRO,ITATIAIA,Óxidos de enxofre (SOx),6.95
2015,SAO PAULO,CRAVINHOS,Óxidos de enxofre (SOx),1.08
2015,MINAS GERAIS,CONCEICAO DO MATO DENTRO,Óxidos de enxofre (SOx),2.1
2015,PARAIBA,OLIVEDOS,Monóxido de carbono (CO),60
2015,PARANA,MALLET,Material Particulado (MP),25.07
2015,SAO PAULO,GUARULHOS,Óxidos de enxofre (SOx),33.290000000000006
2015,PERNAMBUCO,CABO DE SANTO AGOSTINHO,Óxidos de enxofre (SOx),3942.38
2015,SAO PAULO,OURINHOS,Monóxido de carbono (CO),0.01
2015,GOIAS,BURITI ALEGRE,Monóxido de carbono (CO),1.6
2015,RIO GRANDE DO SUL,AUREA,Material Particulado (MP),0.01
2015,RONDONIA,BURITIS,Monóxido de carbono (CO),0.01
2015,PARANA,PATO BRANCO,Monóxido de carbono (CO),20.59
2015,MINAS GERAIS,BRASOPOLIS,Material Particulado (MP),2.44
2015,SAO PAULO,CAIEIRAS,Óxidos de nitrogênio (NOx),148.15
2015,MARANHAO,PACO DO LUMIAR,Material Particulado (MP),0.02
2015,RIO GRANDE DO SUL,TRIUNFO,Material Particulado (MP),443.53000000000003
2015,MINAS GERAIS,JOAO MONLEVADE,Monóxido de carbono (CO),0.01
2015,SANTA CATARINA,CORREIA PINTO,Óxidos de nitrogênio (NOx),351
2015,PARA,OURILANDIA DO NORTE,Óxidos de nitrogênio (NOx),2700
2015,SANTA CATARINA,BARRA VELHA,Óxidos de enxofre (SOx),51.95
2015,SANTA CATARINA,MELEIRO,Óxidos de nitrogênio (NOx),79.1
2015,PERNAMBUCO,VERTENTE DO LERIO,Material Particulado (MP),3566.2
2015,PARANA,CAMPO LARGO,Material Particulado (MP),0.36
2015,SANTA CATARINA,ITAPIRANGA,Monóxido de carbono (CO),233.34
2015,GOIAS,ITUMBIARA,Monóxido de carbono (CO),1491
2015,MINAS GERAIS,SANTANA DA VARGEM,Monóxido de carbono (CO),0.01
2015,MINAS GERAIS,ARCEBURGO,Óxidos de nitrogênio (NOx),3.88
2015,MATO GROSSO,VARZEA GRANDE,Material Particulado (MP),1187.6599999999999
2015,RIO DE JANEIRO,PARAIBA DO SUL,Monóxido de carbono (CO),0.12
2015,BAHIA,JACOBINA,Óxidos de enxofre (SOx),0.13
2015,MINAS GERAIS,ITACARAMBI,Monóxido de carbono (CO),76.97
2015,MINAS GERAIS,MATO VERDE,Óxidos de enxofre (SOx),0.65
2015,SAO PAULO,VARZEA PAULISTA,Óxidos de enxofre (SOx),409
2015,PARANA,JAGUARIAIVA,Óxidos de enxofre (SOx),4.46
2015,SAO PAULO,SAO ROQUE,Monóxido de carbono (CO),0.01
2015,SAO PAULO,CARAGUATATUBA,Monóxido de carbono (CO),145.17000000000002
2015,MINAS GERAIS,CONTAGEM,Óxidos de nitrogênio (NOx),350
2015,GOIAS,CATALAO,Óxidos de enxofre (SOx),1043.59
2015,AMAZONAS,MANAUS,Óxidos de enxofre (SOx),97306612.37000002
2015,RIO GRANDE DO SUL,BOA VISTA DO SUL,Material Particulado (MP),14.41
2015,RIO GRANDE DO SUL,URUGUAIANA,Óxidos de nitrogênio (NOx),0
2015,PARANA,ARAPONGAS,Material Particulado (MP),2.77
2015,MINAS GERAIS,PAINS,Óxidos de enxofre (SOx),36.7
2015,BAHIA,CATU,Óxidos de enxofre (SOx),0.22
2015,PARANA,JAGUAPITA,Monóxido de carbono (CO),715.49
2015,SERGIPE,ARACAJU,Óxidos de nitrogênio (NOx),6.91
2015,PARANA,JESUITAS,Material Particulado (MP),0.16
2015,MINAS GERAIS,ITUIUTABA,Monóxido de carbono (CO),79.02
2015,MINAS GERAIS,SAO ROQUE DE MINAS,Material Particulado (MP),0.01
2015,BAHIA,IBITITA,Óxidos de enxofre (SOx),0.02
2015,PARANA,BALSA NOVA,Monóxido de carbono (CO),223.44
2015,SAO PAULO,SAO SIMAO,Material Particulado (MP),5.06
2015,BAHIA,SALVADOR,Monóxido de carbono (CO),6307.84
2015,RIO GRANDE DO SUL,BARAO,Material Particulado (MP),90
2015,BAHIA,SAO GONCALO DOS CAMPOS,Óxidos de nitrogênio (NOx),4317.6
2015,SAO PAULO,ITUPEVA,Material Particulado (MP),29.810000000000002
2015,SAO PAULO,BEBEDOURO,Óxidos de nitrogênio (NOx),124173.07
2015,SAO PAULO,DUMONT,Material Particulado (MP),0.02
2015,SERGIPE,SIMAO DIAS,Óxidos de enxofre (SOx),9.77
2015,SANTA CATARINA,SAO LOURENCO DO OESTE,Óxidos de nitrogênio (NOx),18.87
2015,SAO PAULO,COTIA,Cloreto de hidrogênio (ácido clorídrico),52.56
2015,SAO PAULO,ITATIBA,Monóxido de carbono (CO),734.1800000000001
2015,RIO GRANDE DO SUL,IGREJINHA,Óxidos de enxofre (SOx),0.15
2015,RIO GRANDE DO SUL,ELDORADO DO SUL,Material Particulado (MP),0
2015,SAO PAULO,BENTO DE ABREU,Material Particulado (MP),351.38
2015,PERNAMBUCO,ITAPISSUMA,Óxidos de nitrogênio (NOx),67257.15
2015,ACRE,TARAUACA,Óxidos de nitrogênio (NOx),15
2015,SAO PAULO,CRUZEIRO,Monóxido de carbono (CO),176.13
2015,CEARA,FORTALEZA,Óxidos de enxofre (SOx),870.0300000000001
2015,SAO PAULO,PONTES GESTAL,Material Particulado (MP),249.36
2015,SANTA CATARINA,INDAIAL,Óxidos de nitrogênio (NOx),16.49
2015,SANTA CATARINA,ARAQUARI,Material Particulado (MP),27.900000000000002
2015,SAO PAULO,OLIMPIA,Monóxido de carbono (CO),2.5
2015,PARANA,CORNELIO PROCOPIO,Material Particulado (MP),70
2015,SANTA CATARINA,CHAPECO,Óxidos de enxofre (SOx),2.5
2015,MINAS GERAIS,JUIZ DE FORA,Monóxido de carbono (CO),1233.94
2015,BAHIA,BARREIRAS,Óxidos de nitrogênio (NOx),48.29
2015,SAO PAULO,COTIA,Monóxido de carbono (CO),1630.42
2015,MINAS GERAIS,BOTELHOS,Material Particulado (MP),0.04
2015,RIO DE JANEIRO,QUEIMADOS,Monóxido de carbono (CO),264.34999999999997
2015,SAO PAULO,COLOMBIA,Óxidos de nitrogênio (NOx),355.64
2015,SANTA CATARINA,ARARANGUA,Monóxido de carbono (CO),1.01
2015,MINAS GERAIS,PARAOPEBA,Monóxido de carbono (CO),0.35
2015,ESPIRITO SANTO,MARILANDIA,Material Particulado (MP),1.45
2015,SAO PAULO,GUARACI,Material Particulado (MP),413.47
2015,PARANA,CORONEL DOMINGOS SOARES,Material Particulado (MP),4.49
2015,GOIAS,ITAUCU,Material Particulado (MP),0.07
2015,RIO GRANDE DO SUL,GARIBALDI,Material Particulado (MP),17618.35
2015,SAO PAULO,LIMEIRA,Óxidos de enxofre (SOx),2972.600000000001
2015,SAO PAULO,VOTORANTIM,Monóxido de carbono (CO),1190.15
2015,MINAS GERAIS,CORONEL XAVIER CHAVES,Monóxido de carbono (CO),0.02
2015,GOIAS,JANDAIA,Óxidos de nitrogênio (NOx),7
2015,MATO GROSSO,TANGARA DA SERRA,Óxidos de nitrogênio (NOx),8.719999999999999
2015,SAO PAULO,BOITUVA,Monóxido de carbono (CO),15.75
2015,MINAS GERAIS,ARAPORA,Óxidos de nitrogênio (NOx),123
2015,SANTA CATARINA,BALNEARIO PICARRAS,Monóxido de carbono (CO),3.1100000000000003
2015,MINAS GERAIS,BOCAIUVA,Material Particulado (MP),413.06
2015,SAO PAULO,REGINOPOLIS,Material Particulado (MP),0.01
2015,SAO PAULO,CAMPO LIMPO PAULISTA,Óxidos de nitrogênio (NOx),15
2015,SAO PAULO,SERRANA,Material Particulado (MP),222.62
2015,CEARA,TRAIRI,Material Particulado (MP),0.5
2015,SAO PAULO,LORENA,Material Particulado (MP),3.85
2015,PIAUI,FRONTEIRAS,Material Particulado (MP),10.55
2015,SAO PAULO,SANTA ALBERTINA,Óxidos de nitrogênio (NOx),376.14
2015,RIO DE JANEIRO,GUAPIMIRIM,Monóxido de carbono (CO),800
2015,PARANA,ARAPONGAS,Óxidos de enxofre (SOx),51.42
2015,MINAS GERAIS,RIBEIRAO DAS NEVES,Material Particulado (MP),632.0899999999999
2015,MINAS GERAIS,ITAGUARA,Material Particulado (MP),71.19
2015,MATO GROSSO DO SUL,TRES LAGOAS,Óxidos de nitrogênio (NOx),5915.910000000001
2015,SAO PAULO,ARACARIGUAMA,Óxidos de enxofre (SOx),15.91
2015,SANTA CATARINA,CACADOR,Material Particulado (MP),3449.0699999999997
2015,MINAS GERAIS,BOM JARDIM DE MINAS,Material Particulado (MP),28.02
2015,PERNAMBUCO,SERTANIA,Óxidos de nitrogênio (NOx),0
2015,MINAS GERAIS,SILVIANOPOLIS,Óxidos de nitrogênio (NOx),0.26
2015,RIO DE JANEIRO,TERESOPOLIS,Material Particulado (MP),3.73
2015,PARANA,MEDIANEIRA,Óxidos de nitrogênio (NOx),129.38
2015,SANTA CATARINA,VIDAL RAMOS,Óxidos de enxofre (SOx),789
2015,MATO GROSSO,DIAMANTINO,Óxidos de nitrogênio (NOx),48.05
2015,MINAS GERAIS,IPATINGA,Óxidos de nitrogênio (NOx),11382.42
2015,ESPIRITO SANTO,VITORIA,Material Particulado (MP),1848.0800000000002
2015,ACRE,PORTO WALTER,Monóxido de carbono (CO),10
2015,SANTA CATARINA,JOINVILLE,Óxidos de enxofre (SOx),62.10999999999999
2015,BAHIA,JACOBINA,Óxidos de nitrogênio (NOx),0
2015,RIO GRANDE DO SUL,CARAZINHO,Monóxido de carbono (CO),1.21
2015,SAO PAULO,CAMPINAS,Monóxido de carbono (CO),40.8
2015,RIO GRANDE DO SUL,PIRATINI,Material Particulado (MP),2.57
2015,SAO PAULO,GUATAPARA,Monóxido de carbono (CO),157.68
2015,ESPIRITO SANTO,MONTANHA,Óxidos de nitrogênio (NOx),4.28
2015,SAO PAULO,ALUMINIO,Óxidos de enxofre (SOx),33.05
2015,RIO GRANDE DO NORTE,BREJINHO,Monóxido de carbono (CO),23
2015,BAHIA,CANDIBA,Óxidos de nitrogênio (NOx),0.01
2015,MINAS GERAIS,CAMBUQUIRA,Monóxido de carbono (CO),0.33
2015,PARANA,CAMPO MOURAO,Monóxido de carbono (CO),542.4
2015,SAO PAULO,ATIBAIA,Monóxido de carbono (CO),4
2015,GOIAS,GOIANESIA,Óxidos de enxofre (SOx),3200.45
2015,MINAS GERAIS,BERIZAL,Óxidos de nitrogênio (NOx),0.2
2015,CEARA,GROAIRAS,Material Particulado (MP),12.1
2015,PERNAMBUCO,DORMENTES,Monóxido de carbono (CO),8.3
2015,MINAS GERAIS,ALAGOA,Material Particulado (MP),0.01
2015,AMAZONAS,MAUES,Monóxido de carbono (CO),207
2015,PARANA,IBAITI,Monóxido de carbono (CO),2213
2015,MARANHAO,ITAPECURU MIRIM,Monóxido de carbono (CO),3.01
2015,SANTA CATARINA,VIDAL RAMOS,Material Particulado (MP),12.4
2015,MINAS GERAIS,ARAGUARI,Óxidos de enxofre (SOx),1.18
2015,PARANA,MARILANDIA DO SUL,Material Particulado (MP),0.22999999999999998
2015,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,Monóxido de carbono (CO),1.01
2015,TOCANTINS,ITACAJA,Material Particulado (MP),0.7
2015,MINAS GERAIS,CARATINGA,Monóxido de carbono (CO),325000
2015,CEARA,BELA CRUZ,Material Particulado (MP),0.01
2015,MINAS GERAIS,BOM DESPACHO,Monóxido de carbono (CO),332.57
2015,BAHIA,EUNAPOLIS,Monóxido de carbono (CO),10
2015,SANTA CATARINA,PALHOCA,Material Particulado (MP),10.53
2015,SANTA CATARINA,TIMBO,Material Particulado (MP),2021.83
2015,ALAGOAS,CAMPO ALEGRE,Material Particulado (MP),387
2015,MINAS GERAIS,TOCANTINS,Óxidos de enxofre (SOx),0.01
2015,SAO PAULO,FERRAZ DE VASCONCELOS,Óxidos de nitrogênio (NOx),0.23
2015,RIO GRANDE DO SUL,CANELA,Material Particulado (MP),45.46
