referencia,estado,municipio,quantidade
2019,ALAGOAS,MARECHAL DEODORO,389.23
2019,SAO PAULO,MAIRINQUE,463.01
2017,SAO PAULO,TATUI,2680.5800000000004
2015,SANTA CATARINA,RIO DO SUL,829.2
2014,PARANA,CATANDUVAS,1.22
2020,MINAS GERAIS,OURO BRANCO,12082.07
2019,MINAS GERAIS,PRATAPOLIS,0.01
2017,MINAS GERAIS,SANTA RITA DE MINAS,0.01
2014,ESPIRITO SANTO,VITORIA,48967.27000000001
2018,MINAS GERAIS,SANTOS DUMONT,169178.26
2018,CEARA,ITAREMA,230.01
2013,GOIAS,ABADIA DE GOIAS,1.5
2016,MINAS GERAIS,PEDRA AZUL,3.09
2015,PARAIBA,BAYEUX,239.75
2018,RIO GRANDE DO NORTE,BAIA FORMOSA,1139.21
2014,RONDONIA,ALTO PARAISO,0.01
2017,PARANA,CASCAVEL,4657.2300000000005
2020,SAO PAULO,ONDA VERDE,3.05
2021,ESPIRITO SANTO,VILA PAVAO,54.98
2014,BAHIA,IPIAU,10
2019,PARANA,SAO JERONIMO DA SERRA,18
2016,PARANA,VIRMOND,24.93
2019,SANTA CATARINA,VARGEAO,600.1
2019,PARANA,SAO PEDRO DO PARANA,10.03
2015,RIO GRANDE DO SUL,TRES CACHOEIRAS,0.05
2021,BAHIA,CANDIBA,0.04
2017,RIO DE JANEIRO,VASSOURAS,0.74
2019,BAHIA,PRADO,350
2014,MINAS GERAIS,IGARATINGA,5472.790000000003
2013,SAO PAULO,SANTO ANTONIO DA ALEGRIA,6.7
2020,SAO PAULO,OSVALDO CRUZ,50.93000000000001
2019,MINAS GERAIS,CORONEL FABRICIANO,1.76
2019,MINAS GERAIS,SANTANA DE CATAGUASES,0.05
2020,SAO PAULO,LUPERCIO,0.5
2020,GOIAS,PORANGATU,439.72999999999996
2018,MATO GROSSO DO SUL,ITAPORA,22.639999999999997
2020,MINAS GERAIS,ITAMONTE,2732.5200000000004
2021,BAHIA,SERRA DO RAMALHO,0.04
2015,PARANA,REALEZA,218.26
2019,GOIAS,CATALAO,3133.7400000000002
2014,PARA,CONCEICAO DO ARAGUAIA,155.15
2020,PARANA,BOCAIUVA DO SUL,1736.41
2013,MINAS GERAIS,MENDES PIMENTEL,0.01
2017,MINAS GERAIS,BRASOPOLIS,2.44
2015,GOIAS,PORANGATU,425.92999999999995
2015,MATO GROSSO DO SUL,MUNDO NOVO,0
2019,BAHIA,IGRAPIUNA,2.6
2017,RIO GRANDE DO SUL,SAO PEDRO DA SERRA,111.28
2020,MATO GROSSO DO SUL,PARANAIBA,949.8299999999999
2021,BAHIA,VARZEDO,1.56
2019,RIO GRANDE DO SUL,NOVA BRESCIA,6.81
2014,SANTA CATARINA,ARARANGUA,29.62
2017,MARANHAO,SAO LUIS,19015.54
2015,SANTA CATARINA,VARGEAO,430.9
2014,GOIAS,PEROLANDIA,574.97
2019,SERGIPE,UMBAUBA,0.01
2017,SAO PAULO,SAO JOSE DO RIO PRETO,334.73999999999995
2021,SAO PAULO,NOVA ALIANCA,0.1
2020,TOCANTINS,TAGUATINGA,150
2021,ESPIRITO SANTO,CONCEICAO DO CASTELO,0.07
2018,SAO PAULO,SAO CAETANO DO SUL,28.69
2021,MINAS GERAIS,INHAUMA,3.07
2020,CEARA,IRAUCUBA,1.4
2016,SAO PAULO,NARANDIBA,2617.48
2013,SAO PAULO,PRESIDENTE EPITACIO,460.89
2013,MINAS GERAIS,GALILEIA,15.65
2013,CEARA,PARAIPABA,23.51
2015,RIO DE JANEIRO,NOVA FRIBURGO,8.469999999999999
2015,BAHIA,SITIO DO MATO,0.04
2017,RIO GRANDE DO SUL,BROCHIER,0.01
2019,BAHIA,CATU,1302.05
2014,MARANHAO,SAO LUIS,81761205.57999998
2015,CEARA,ALTO SANTO,76
2020,BAHIA,IBIASSUCE,0.24000000000000007
2016,GOIAS,RIALMA,469.82
2019,CEARA,GRANJA,163.43
2017,RIO GRANDE DO SUL,IGREJINHA,25.580000000000002
2017,PARANA,TEIXEIRA SOARES,10.03
2013,RIO GRANDE DO SUL,OSORIO,6.06
2017,BAHIA,IGAPORA,0.01
2021,MINAS GERAIS,JACUTINGA,300.41
2021,SAO PAULO,GUARARAPES,405.58
2018,MINAS GERAIS,VISCONDE DO RIO BRANCO,104.72000000000001
2013,PARANA,RIO AZUL,207
2016,PARAIBA,ALAGOA GRANDE,2.71
2018,SAO PAULO,TRABIJU,2.97
2021,PARANA,MARIOPOLIS,7.07
2013,RIO GRANDE DO SUL,EUGENIO DE CASTRO,0.3
2018,PERNAMBUCO,TORITAMA,1599.99
2013,PARANA,PRUDENTOPOLIS,17023.34
2017,MINAS GERAIS,AGUANIL,0.1
2021,SAO PAULO,CHARQUEADA,10.809999999999999
2019,SAO PAULO,ALTINOPOLIS,1.1
2019,SANTA CATARINA,LEBON REGIS,1
2018,MINAS GERAIS,ALPINOPOLIS,0.51
2014,PARANA,CALIFORNIA,300.02
2014,PARANA,MATELANDIA,979.3100000000001
2013,SANTA CATARINA,SAO BERNARDINO,3900
2021,MINAS GERAIS,BONFIM,0.01
2014,SAO PAULO,MAIRIPORA,0.2
2013,SAO PAULO,PIRACAIA,3521.8300000000004
2018,MINAS GERAIS,PARAOPEBA,32.09000000000001
2014,RONDONIA,BURITIS,0.01
2021,MATO GROSSO,VILA BELA DA SANTISSIMA TRINDADE,306.49
2016,CEARA,BREJO SANTO,0.13
2020,MATO GROSSO,ACORIZAL,91.37
2020,PARANA,CRUZEIRO DO OESTE,42.16
2018,MATO GROSSO DO SUL,TRES LAGOAS,17707.96
2020,CEARA,ARACATI,0.36000000000000004
2015,SAO PAULO,SANTANA DE PARNAIBA,412.31000000000006
2021,ALAGOAS,ATALAIA,943.04
2019,SAO PAULO,PIACATU,2.2
2017,PARANA,PARAISO DO NORTE,18.32
2020,PARANA,TURVO,170.81
2016,RIO GRANDE DO SUL,NONOAI,252.1
2018,SANTA CATARINA,CACADOR,8811.39
2018,SAO PAULO,ALFREDO MARCONDES,0.2
2016,ESPIRITO SANTO,MUNIZ FREIRE,0.21
2014,GOIAS,MONTE ALEGRE DE GOIAS,237
2021,SAO PAULO,BOITUVA,4.75
2017,SAO PAULO,SOROCABA,107908.85999999999
2014,RIO GRANDE DO SUL,CAPAO BONITO DO SUL,0.63
2017,PARANA,CAMBE,20.42
2020,MINAS GERAIS,ITAMBACURI,2815.63
2013,MINAS GERAIS,PASSA TEMPO,0.09000000000000001
2017,RIO GRANDE DO SUL,MANOEL VIANA,3.54
2019,SANTA CATARINA,SAO JOSE DO CEDRO,6.24
2018,MINAS GERAIS,ANDRADAS,95.4
2015,PARA,PALESTINA DO PARA,3
2014,MINAS GERAIS,ITAGUARA,140.49
2014,SANTA CATARINA,GASPAR,15247.75
2019,MINAS GERAIS,NOVA LIMA,1035.1800000000003
2021,MINAS GERAIS,BOM SUCESSO,119.66
2015,SANTA CATARINA,PRESIDENTE GETULIO,1160.1200000000001
2013,SANTA CATARINA,GUARUJA DO SUL,0.11
2019,SAO PAULO,IACANGA,679.29
2020,MINAS GERAIS,SERRA DOS AIMORES,63.26
2020,SAO PAULO,ARTUR NOGUEIRA,84.17
2021,MATO GROSSO,COCALINHO,0
2015,SANTA CATARINA,GAROPABA,2.0999999999999996
2014,MINAS GERAIS,MATEUS LEME,262.2899999999999
2014,RIO GRANDE DO SUL,BAGE,40230
2018,MINAS GERAIS,PERDIZES,132.36
2018,TOCANTINS,LAGOA DA CONFUSAO,1
2016,GOIAS,DOVERLANDIA,0.5
2015,PARANA,SAO PEDRO DO IVAI,1731.47
2014,PARAIBA,QUIXABA,0.3
2018,MINAS GERAIS,LAGAMAR,21.91
2017,SAO PAULO,ITAPEVA,173
2020,BAHIA,BOM JESUS DA LAPA,0.08
2016,MINAS GERAIS,IBITIURA DE MINAS,1.32
2021,ESPIRITO SANTO,MONTANHA,30.580000000000005
2016,SANTA CATARINA,SANTA CECILIA,287.15
2021,CEARA,ITAREMA,229.6
2017,ALAGOAS,MATRIZ DE CAMARAGIBE,134.3
2020,AMAZONAS,ENVIRA,2.38
2019,MINAS GERAIS,VARGINHA,454.64000000000004
2020,MINAS GERAIS,CLAUDIO,160.24999999999994
2018,MINAS GERAIS,ITURAMA,1375.75
2016,SANTA CATARINA,IPUMIRIM,4.91
2016,PARA,BREU BRANCO,2843.46
2016,BAHIA,ITAGIMIRIM,5.23
2013,MINAS GERAIS,SANTA BARBARA DO MONTE VERDE,1.06
2014,GOIAS,CACHOEIRA DOURADA,526.55
2016,ALAGOAS,MAJOR ISIDORO,191.14999999999998
2020,SAO PAULO,VARGEM GRANDE PAULISTA,0.01
2018,RIO GRANDE DO SUL,JAQUIRANA,0.01
2021,MATO GROSSO,BARRA DO GARCAS,1836.4399999999998
2019,MINAS GERAIS,SABARA,468278.19
2014,BAHIA,CONCEICAO DO JACUIPE,4.8999999999999995
2021,SAO PAULO,TREMEMBE,12.68
2018,MINAS GERAIS,PRESIDENTE OLEGARIO,78
2015,SAO PAULO,LOUVEIRA,27271.649999999994
2020,SANTA CATARINA,CAPIVARI DE BAIXO,117446.20999999999
2014,RIO GRANDE DO NORTE,LAJES,0.02
2019,PARA,CONCEICAO DO ARAGUAIA,2267.46
2014,MINAS GERAIS,CAMBUI,0.01
2020,PARA,OURILANDIA DO NORTE,12189.979999999998
2021,SANTA CATARINA,ABELARDO LUZ,82.72999999999999
2020,SAO PAULO,JABOTICABAL,167.01
2021,GOIAS,CAMPO LIMPO DE GOIAS,103.82
2017,RIO GRANDE DO SUL,NOVA ESPERANCA DO SUL,22.619999999999997
2020,RONDONIA,CHUPINGUAIA,402.1
2014,PARA,RIO MARIA,5
2016,PARANA,REBOUCAS,30.8
2021,GOIAS,INDIARA,0
2013,ALAGOAS,COLONIA LEOPOLDINA,165030
2020,BAHIA,MACARANI,0.12
2019,MINAS GERAIS,ENTRE FOLHAS,0.01
2020,MINAS GERAIS,BELO VALE,1.82
2017,MINAS GERAIS,SARZEDO,73.00999999999999
2019,CEARA,IBARETAMA,113.71000000000001
2021,CEARA,QUIXERE,12065.2
2021,SANTA CATARINA,BIGUACU,72.32
2014,MARANHAO,ROSARIO,0.05
2015,PARANA,SAO JOAO,36.8
2018,MINAS GERAIS,GOUVEIA,107.98
2018,PARA,INHANGAPI,0.38
2022,SANTA CATARINA,IBIRAMA,2.35
2013,TOCANTINS,ARRAIAS,0.03
2018,MATO GROSSO,CANARANA,0.04
2018,TOCANTINS,MIRANORTE,0
2018,MINAS GERAIS,SERRANIA,20.2
2018,MATO GROSSO DO SUL,ITAQUIRAI,0
2017,MINAS GERAIS,IBITURUNA,25
2018,SAO PAULO,DESCALVADO,322.83
2018,TOCANTINS,ALVORADA,1.46
2018,SAO PAULO,ICEM,3.8099999999999996
2015,SAO PAULO,OCAUCU,0.01
2017,RIO GRANDE DO SUL,LAJEADO,41.83
2019,BAHIA,BOM JESUS DA LAPA,0.08
2020,ESPIRITO SANTO,VIANA,10123.210000000001
2017,SAO PAULO,SERRANA,324.36
2019,SAO PAULO,SAO ROQUE,0.08
2016,GOIAS,GUARANI DE GOIAS,1
2018,RIO GRANDE DO SUL,CONSTANTINA,0.03
2019,PARA,MAE DO RIO,8
2017,SANTA CATARINA,IRINEOPOLIS,1.89
2014,BAHIA,CONCEICAO DO COITE,265
2017,MATO GROSSO,NOVA OLIMPIA,257.61
2019,PARANA,SAO MATEUS DO SUL,4273.400000000001
2021,SAO PAULO,JABOTICABAL,281.37
2017,MATO GROSSO,JUARA,3.1
2020,MINAS GERAIS,SANTANA DA VARGEM,0.02
2018,MINAS GERAIS,MONSENHOR PAULO,9.52
2016,PARANA,TERRA BOA,176.36
2018,SAO PAULO,JERIQUARA,0.2
2016,AMAPA,CALCOENE,331.75
2015,BAHIA,PALMAS DE MONTE ALTO,0.05
2015,PARAIBA,JOAO PESSOA,59858.72
2021,MATO GROSSO,SINOP,5563.810000000001
2021,RIO GRANDE DO SUL,ARROIO DOS RATOS,30.12
2013,PARANA,FIGUEIRA,0.18
2018,RIO GRANDE DO SUL,ROLADOR,0.01
2021,GOIAS,MOZARLANDIA,0.01
2015,RIO GRANDE DO SUL,SAO JOSE DO HERVAL,0.01
2019,MINAS GERAIS,SAO JOAO DO MANHUACU,0.1
2016,PARANA,MARIOPOLIS,6.01
2021,RIO GRANDE DO SUL,MORRO REDONDO,9.370000000000001
2014,PARA,SAO JOAO DO ARAGUAIA,5
2021,SAO PAULO,POTIM,564.17
2018,PARANA,CARAMBEI,4098.02
2014,SANTA CATARINA,ITAIOPOLIS,183
2016,MINAS GERAIS,PRUDENTE DE MORAIS,195.58999999999997
2018,PARANA,ARAPONGAS,189.76000000000002
2017,SAO PAULO,BENTO DE ABREU,608.5
2020,GOIAS,ITABERAI,27600.37
2021,RIO GRANDE DO SUL,BENTO GONCALVES,72.45000000000002
2020,CEARA,IGUATU,485.09
2017,PARANA,FERNANDES PINHEIRO,201.59
2018,ACRE,CRUZEIRO DO SUL,239
2020,RONDONIA,SAO MIGUEL DO GUAPORE,14.33
2016,PARANA,MORRETES,2
2015,SAO PAULO,SAO JOSE DO RIO PRETO,1.23
2021,MINAS GERAIS,IGUATAMA,33.14
2018,PARAIBA,PEDRAS DE FOGO,5790.72
2020,MINAS GERAIS,RESPLENDOR,0
2022,MINAS GERAIS,BURITIS,883.5
2021,GOIAS,COCALZINHO DE GOIAS,5.4
2019,SAO PAULO,ITABERA,0.34
2015,RONDONIA,CACOAL,97.27
2015,SAO PAULO,CHARQUEADA,25.47
2019,MINAS GERAIS,IBIRACI,0.05
2013,SAO PAULO,ADAMANTINA,1.03
2016,SAO PAULO,BADY BASSITT,382.78
2019,MINAS GERAIS,GOVERNADOR VALADARES,828.63
2015,SANTA CATARINA,ICARA,25014.049999999992
2018,SANTA CATARINA,GASPAR,2027.98
2019,SAO PAULO,BALSAMO,0.01
2013,PERNAMBUCO,GOIANA,1108187.96
2021,PIAUI,PIRIPIRI,545
2017,MINAS GERAIS,ROCHEDO DE MINAS,0.11
2017,SAO PAULO,FRANCO DA ROCHA,23.07
2020,SANTA CATARINA,SIDEROPOLIS,192.67999999999998
2021,MINAS GERAIS,TRES CORACOES,1634.6799999999998
2015,SAO PAULO,PRATANIA,21
2019,ESPIRITO SANTO,MARECHAL FLORIANO,3.65
2019,RIO DE JANEIRO,DUAS BARRAS,1
2021,MINAS GERAIS,UBERABA,11856.480000000003
2018,GOIAS,ITAUCU,0
2020,MINAS GERAIS,CAMPO FLORIDO,1339.8799999999999
2019,GOIAS,OUVIDOR,105.57000000000001
2019,MINAS GERAIS,POMPEU,0.05
2021,RIO GRANDE DO SUL,ENCANTADO,81.33
2020,MATO GROSSO DO SUL,DOIS IRMAOS DO BURITI,0.26
2019,RIO DE JANEIRO,SAO GONCALO,4212.6
2017,TOCANTINS,TUPIRAMA,0.11
2021,GOIAS,ITABERAI,26265.15
2013,RIO DE JANEIRO,BARRA DO PIRAI,34.25
2018,PARA,IRITUIA,702.8
2017,SANTA CATARINA,CAMPO ALEGRE,24980.4
2019,SAO PAULO,FERNANDOPOLIS,607.7
2021,MINAS GERAIS,SAO GERALDO,4.339999999999999
2015,RIO GRANDE DO SUL,TUCUNDUVA,10.809999999999999
2021,GOIAS,GOIATUBA,1808.84
2020,SAO PAULO,DRACENA,2385.8
2015,CEARA,IBARETAMA,815.18
2020,PARAIBA,MATARACA,18.15
2016,MARANHAO,PORTO FRANCO,3.1599999999999997
2018,MINAS GERAIS,TABULEIRO,80
2021,PARANA,APUCARANA,1094.5200000000002
2016,SAO PAULO,IEPE,9
2020,ESPIRITO SANTO,IUNA,40.04
2017,RIO GRANDE DO SUL,ERVAL SECO,0.27999999999999997
2014,PARANA,IVAI,347
2019,SAO PAULO,IGARAPAVA,1134.17
2020,MINAS GERAIS,MONTE BELO,40.67
2021,SAO PAULO,CACAPAVA,23497.890000000003
2021,MINAS GERAIS,MALACACHETA,5.010000000000001
2020,MINAS GERAIS,CORONEL XAVIER CHAVES,0.2
2018,SAO PAULO,IBATE,489.96
2016,RIO DE JANEIRO,ITATIAIA,18.74
2021,MINAS GERAIS,LAGAMAR,0.1
2016,MINAS GERAIS,GOVERNADOR VALADARES,671.62
2016,MINAS GERAIS,JAGUARACU,516.05
2018,RIO GRANDE DO SUL,PASSO FUNDO,70213.03
2015,RIO GRANDE DO SUL,NOVA ESPERANCA DO SUL,19.91
2019,MINAS GERAIS,SAO FRANCISCO DE PAULA,0.18
2019,SAO PAULO,SAO JOAQUIM DA BARRA,4639.29
2015,PARANA,TIBAGI,45.18
2020,RIO GRANDE DO SUL,RONDA ALTA,15
2019,RIO GRANDE DO SUL,CACHOEIRA DO SUL,481.76
2017,MINAS GERAIS,ITAJUBA,309.4399999999999
2017,PERNAMBUCO,RIACHO DAS ALMAS,0
2019,PARA,NOVA IPIXUNA,0.17
2020,MINAS GERAIS,SANTA VITORIA,26.1
2015,RIO GRANDE DO NORTE,GUAMARE,1395.44
2016,SAO PAULO,FERNANDOPOLIS,550.01
2015,RONDONIA,PORTO VELHO,76616.44
2017,SAO PAULO,SALTO GRANDE,0.1
2021,MINAS GERAIS,SAO JOAO DEL REI,5696.590000000001
2020,PARANA,PINHAO,246.33999999999997
2014,BAHIA,IBICOARA,10
2013,MINAS GERAIS,MARMELOPOLIS,0.1
2020,SAO PAULO,ESPIRITO SANTO DO PINHAL,0.5
2016,SANTA CATARINA,ARAQUARI,126.4
2021,MINAS GERAIS,GOUVEIA,182.17000000000002
2021,PARA,MARITUBA,21661.419999999995
2019,GOIAS,URUACU,1.01
2021,RIO DE JANEIRO,RIO BONITO,0.01
2018,RIO GRANDE DO SUL,CRUZ ALTA,30.209999999999997
2016,MINAS GERAIS,AIMORES,4290.01
2016,RIO GRANDE DO SUL,SAO MARCOS,7.579999999999999
2019,TOCANTINS,PEDRO AFONSO,525.4200000000001
2015,SANTA CATARINA,ITAIOPOLIS,123.1
2018,CEARA,ICAPUI,115.21000000000001
2016,MINAS GERAIS,SAO JOAO DO MANHUACU,0.28
2019,SAO PAULO,PIRACICABA,7261.160000000001
2017,MINAS GERAIS,POCOS DE CALDAS,14677.37
2021,MATO GROSSO DO SUL,NOVA ANDRADINA,1138.18
2017,SAO PAULO,BOM JESUS DOS PERDOES,5.56
2016,MINAS GERAIS,JECEABA,3449.1000000000004
2019,CEARA,PACAJUS,391.3399999999999
2021,MINAS GERAIS,ITURAMA,1388.4900000000002
2018,PARANA,MANDAGUARI,214.21000000000004
2013,GOIAS,SENADOR CANEDO,252.35999999999999
2019,GOIAS,VALPARAISO DE GOIAS,0.02
2016,SAO PAULO,RIBEIRAO PRETO,178.87999999999997
2017,PARANA,VENTANIA,1010.55
2015,RIO DE JANEIRO,VASSOURAS,7.7299999999999995
2015,CEARA,CAMPOS SALES,0.01
2022,SAO PAULO,CAMPINAS,0.46
2018,RONDONIA,JARU,24471.819999999996
2016,SANTA CATARINA,MAFRA,631.61
2013,GOIAS,PIRANHAS,0.03
2014,ESPIRITO SANTO,MUNIZ FREIRE,4.15
2017,PARANA,MARIOPOLIS,11.8
2018,PARANA,TRES BARRAS DO PARANA,155.54
2016,CEARA,FORTALEZA,7619.359999999999
2013,SANTA CATARINA,PAPANDUVA,12.68
2016,SERGIPE,ITABAIANINHA,49.61999999999999
2019,MINAS GERAIS,IBIRITE,544.64
2019,RIO GRANDE DO SUL,ROCA SALES,27.390000000000004
2018,BAHIA,PAU BRASIL,0.01
2018,RIO GRANDE DO SUL,CHARQUEADAS,52.769999999999996
2016,RIO GRANDE DO SUL,CANDIDO GODOI,758
2016,SAO PAULO,CACAPAVA,2111.21
2017,RIO DE JANEIRO,CARMO,10.279999999999998
2017,SAO PAULO,CUBATAO,15420.129999999997
2021,SAO PAULO,SEBASTIANOPOLIS DO SUL,1158.6599999999999
2018,RIO GRANDE DO NORTE,NATAL,50314.18
2019,PIAUI,PARNAIBA,0.35
2021,AMAZONAS,ENVIRA,5.24
2015,PERNAMBUCO,QUIPAPA,0.02
2015,GOIAS,APARECIDA DE GOIANIA,88816490.37999997
2013,MINAS GERAIS,OURO BRANCO,28795.7
2016,MATO GROSSO,LAMBARI D'OESTE,412.83
2017,SAO PAULO,JUMIRIM,35.63
2016,SAO PAULO,SANTO ANTONIO DE POSSE,7.82
2018,MINAS GERAIS,CAMPANHA,13
2014,AMAZONAS,URUCARA,0.01
2020,PARANA,CERRO AZUL,0.29
2017,PERNAMBUCO,BELO JARDIM,44.77
2020,PARANA,MARIALVA,147.51999999999998
2019,MINAS GERAIS,CARNEIRINHO,695.47
2018,MINAS GERAIS,ASTOLFO DUTRA,247.53
2016,MINAS GERAIS,LAJINHA,0.01
2018,SAO PAULO,PRATANIA,24
2015,TOCANTINS,BABACULANDIA,5.9
2015,RIO GRANDE DO SUL,MANOEL VIANA,3.54
2019,SANTA CATARINA,SAO BENTO DO SUL,219.23999999999998
2014,PARANA,CARAMBEI,2744.03
2021,CEARA,QUIXADA,70817.76999999997
2013,CEARA,QUIXERAMOBIM,0.01
2020,CEARA,ICO,0.01
2014,BAHIA,CANDEIAS,119271.33
2017,RIO GRANDE DO SUL,DOUTOR MAURICIO CARDOSO,3.05
2020,CEARA,ACARAU,0.01
2021,SAO PAULO,DIRCE REIS,6
2013,MINAS GERAIS,SAO JOAO DO MANHUACU,0.21
2013,PARANA,ESPIGAO ALTO DO IGUACU,0.4
2020,PARANA,FOZ DO IGUACU,1.41
2016,RIO GRANDE DO SUL,SERAFINA CORREA,42.01
2013,RIO GRANDE DO SUL,GARIBALDI,6629.900000000001
2018,MINAS GERAIS,SAO TIAGO,0.55
2019,GOIAS,POSSE,53.839999999999996
2020,PARANA,VITORINO,0.1
2013,MINAS GERAIS,GOVERNADOR VALADARES,291.61999999999995
2019,MINAS GERAIS,SAO DOMINGOS DO PRATA,0.22000000000000003
2019,AMAZONAS,HUMAITA,41.55
2013,PARANA,ARARUNA,67.45
2018,MINAS GERAIS,UBERABA,6250.220000000001
2013,MINAS GERAIS,INDIANOPOLIS,0.38
2021,MATO GROSSO DO SUL,ANGELICA,3465.58
2013,RIO GRANDE DO SUL,NOVA ESPERANCA DO SUL,17.5
2014,SERGIPE,LARANJEIRAS,12801.25
2020,MARANHAO,PRESIDENTE DUTRA,0
2021,MINAS GERAIS,JURUAIA,0.59
2019,MINAS GERAIS,JUATUBA,209.6
2017,MINAS GERAIS,MUZAMBINHO,0.04
2019,RIO GRANDE DO SUL,ALMIRANTE TAMANDARE DO SUL,421.5
2020,GOIAS,DIVINOPOLIS DE GOIAS,80
2017,PARAIBA,CALDAS BRANDAO,6
2017,SANTA CATARINA,IMBUIA,1.93
2017,RIO GRANDE DO SUL,TAQUARA,1.6700000000000002
2019,RIO GRANDE DO SUL,GETULIO VARGAS,0.01
2020,MINAS GERAIS,COROMANDEL,166.34
2019,PARANA,MARECHAL CANDIDO RONDON,1676.8799999999999
2020,PARANA,GUARAQUECABA,0.14
2017,SANTA CATARINA,PINHEIRO PRETO,9.31
2015,MINAS GERAIS,AGUANIL,8.96
2018,MATO GROSSO DO SUL,ROCHEDO,0.03
2020,MINAS GERAIS,SERRO,27
2017,SAO PAULO,BASTOS,46.1
2021,RIO GRANDE DO SUL,AUGUSTO PESTANA,0.01
2014,PARAIBA,CAJAZEIRAS,0.11
2016,MINAS GERAIS,CONCEICAO DO MATO DENTRO,1182.1
2018,RIO GRANDE DO SUL,MAMPITUBA,0.02
2018,MINAS GERAIS,NANUQUE,163.53
2017,MINAS GERAIS,ARAGUARI,321.4
2020,SERGIPE,LAGARTO,21.41
2019,MINAS GERAIS,ITAGUARA,3.95
2014,MINAS GERAIS,LUMINARIAS,208.8
2017,MINAS GERAIS,RUBELITA,0.11
2021,MARANHAO,GOVERNADOR EDISON LOBAO,0.01
2016,SANTA CATARINA,SIDEROPOLIS,58.56
2017,PARANA,SAO PEDRO DO IVAI,1831.29
2014,RIO GRANDE DO SUL,ACEGUA,0.1
2016,GOIAS,BURITI ALEGRE,29.369999999999997
2020,SAO PAULO,SANTO ANTONIO DO ARACANGUA,1.13
2021,PARANA,RIBEIRAO CLARO,35.35
2018,ESPIRITO SANTO,ITAGUACU,0.01
2019,BAHIA,SAO FRANCISCO DO CONDE,41380.13
2015,MINAS GERAIS,CONCEICAO DOS OUROS,760.39
2019,MINAS GERAIS,MONTE ALEGRE DE MINAS,0.8
2015,PERNAMBUCO,ESCADA,0.01
2014,SAO PAULO,SAO PEDRO,30.01
2013,SAO PAULO,LENCOIS PAULISTA,3088.4199999999996
2016,MATO GROSSO,DIAMANTINO,306
2019,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,332.87
2017,ESPIRITO SANTO,MARILANDIA,1.48
2015,TOCANTINS,PALMEIROPOLIS,154.70000000000002
2014,MINAS GERAIS,MURIAE,1.0000000000000002
2017,PARANA,ITAIPULANDIA,0.13
2020,SAO PAULO,TAQUARITINGA,1002.2099999999999
2013,MATO GROSSO,TANGARA DA SERRA,1468.8
2016,RIO GRANDE DO SUL,FONTOURA XAVIER,0.01
2017,RIO GRANDE DO SUL,MONTENEGRO,451.87000000000006
2013,RIO GRANDE DO SUL,MARQUES DE SOUZA,0.02
2019,MINAS GERAIS,AREADO,0.75
2016,MATO GROSSO,AGUA BOA,501.28
2016,ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,1135.43
2020,RIO GRANDE DO SUL,BAGE,249.58999999999997
2015,MINAS GERAIS,ESPINOSA,30
2021,MATO GROSSO,ITAUBA,6.44
2021,MINAS GERAIS,MUNHOZ,3.02
2014,RIO DE JANEIRO,RIO DE JANEIRO,478214.3700000001
2017,MINAS GERAIS,ITATIAIUCU,98.92
2017,PARAIBA,CONDE,268.69
2014,SANTA CATARINA,RIO DO CAMPO,853.25
2013,MINAS GERAIS,GUAXUPE,0.13
2016,SAO PAULO,MONCOES,779.43
2015,PARANA,MERCEDES,173.32
2013,SAO PAULO,CACAPAVA,1283.07
2021,MINAS GERAIS,MATOZINHOS,1242.3300000000002
2014,RONDONIA,ALVORADA D'OESTE,158
2019,MINAS GERAIS,ITAUNA,735.3499999999997
2014,BAHIA,BOM JESUS DA LAPA,0.11999999999999998
2013,MATO GROSSO DO SUL,BATAYPORA,1790.33
2015,PARAIBA,PAULISTA,0.3
2014,MINAS GERAIS,BELO HORIZONTE,870.18
2019,MINAS GERAIS,ARACAI,0.44
2018,RIO GRANDE DO SUL,PELOTAS,10922.33
2021,ESPIRITO SANTO,ARACRUZ,3682.6699999999996
2013,MINAS GERAIS,CONCEICAO DAS ALAGOAS,361.14000000000004
2016,GOIAS,ALTO HORIZONTE,0.01
2014,MINAS GERAIS,VARGINHA,1577.3
2021,GOIAS,PIRES DO RIO,0.01
2016,MINAS GERAIS,BARAO DE COCAIS,339.02000000000004
2020,SAO PAULO,CHARQUEADA,10.049999999999999
2017,MINAS GERAIS,VIEIRAS,0
2013,SANTA CATARINA,PALMEIRA,68.07
2014,MATO GROSSO DO SUL,SONORA,4.54
2016,PARANA,IMBITUVA,698.4
2021,SANTA CATARINA,CRICIUMA,6268.960000000001
2015,MINAS GERAIS,MATOZINHOS,4407.299999999999
2018,RIO GRANDE DO NORTE,JARDIM DE PIRANHAS,28.93
2015,SAO PAULO,IACANGA,590.6
2019,PARA,IGARAPE-ACU,0.01
2020,MINAS GERAIS,PEDRO LEOPOLDO,964.04
2016,SAO PAULO,BARRA BONITA,1618.69
2016,MINAS GERAIS,MANTENA,80.02
2013,PARA,JURUTI,926.1800000000001
2016,SERGIPE,NOSSA SENHORA DA GLORIA,3.6700000000000004
2019,PERNAMBUCO,LIMOEIRO,6.33
2016,RIO GRANDE DO SUL,NOVO HAMBURGO,17.180000000000003
